0,1,2
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': 'HP 295643-B21 Smart Array 3200 Controller', 'subcategory': 'RAID Controllers', 'sku': '295643-B21', 'type': 'RAID Controller'}""

","""{'title': 'HP Smart Array P600/512 Controller', 'category': 'Storage Controllers', 'subcategory': 'RAID Controllers', 'brand': 'HP', 'sku': 'P600/512', 'type': 'SATA 1.5Gb/s / SAS PCI-X/133 MHz'}""

",0
"""{'category': 'Computers_and_Accessories', 'subcategory': 'Processors', 'brand': 'Intel', 'type': 'Processor', 'title': \""['bx80660e52683v4'] Intel Processor, Xeon 16C E5-2683 v4 2.1GHz 40MB 120W\""}""

","""{'title': 'Intel Processor Xeon 16C E5-2683 v4 2.1GHz 40MB 120W', 'category': 'Computer Hardware', 'subcategory': 'Intel Xeon Processors', 'brand': 'Intel', 'sku': 'BX80660E52683V4', 'type': 'Processor'}""

",1
"""{'brand': '\""Intel\""@en-US', 'category': 'Computers_and_Accessories > Processors > Intel Processors', 'subcategory': 'Processors > Intel Processors > Intel Core i3 Processors', 'sku': 'BX80646I34150', 'type': 'Processor'}""

","""{'title': 'Intel Core i3 4340 / 3.6 GHz processor', 'category': 'Processors', 'subcategory': 'Intel Processors', 'brand': 'Intel', 'sku': 'BX80646I34340', 'type': 'Add-In Processors (CPUs)'}""

",0
"""{'category': 'Computers_and_Accessories', 'subcategory': 'Memory_RAM', 'brand': 'Kingston', 'type': 'RAM_DDR4'}""

","""{'title': 'Kingston HyperX Fury', 'category': 'Memory', 'subcategory': 'RAM', 'brand': 'Kingston', 'sku': 'HX421C14FBK4/64', 'type': 'DDR4'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories > Memory > DDR3 SDRAM', 'title': '[\\'HP Enterprise 2GB DDR3 SDRAM\\'] \""HP Enterprise 2GB DDR3 SDRAM Module\""', 'subcategory': 'DDR3 SDRAM', 'sku': 'HP-358349b21', 'type': 'Memory'}""

","""{'title': 'Hewlett Packard Enterprise 2GB DDR-333 DDR 333MHz ECC memory module', 'category': 'Computer Hardware', 'subcategory': 'Memory Modules', 'brand': 'Hewlett Packard Enterprise', 'sku': '358349-B21', 'type': 'ECC Memory'}""

",1
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': \""['340743b22'] HP 340743-B22 20/40-GB Int SCSI DLT Tape Drive\"", 'subcategory': 'DLT Drives', 'sku': '340743-B22', 'type': 'Tape Drive'}""

","""{'title': 'HP DLT4000E 20/40GB DLT Tape Drive', 'category': 'Storage Devices', 'subcategory': 'Tape Drives', 'brand': 'HP', 'sku': '340743-B22', 'type': 'DLT (Digital Linear Tape)'}""

",1
"""{'brand': '\""Fujitsu\""', 'title': 'Fujitsu MAY2073RC 73.5GB SAS internal hard drive', 'subcategory': 'Hard_Drives', 'sku': 'MAY2073RC-2Pack', 'type': 'Internal_Hard_Drive', 'category': 'Computers_and_Accessories'}""

","""{'title': 'HP EG0146FARTR 146GB 2.5-inch SAS SFF 6G Dual Port Hot-Plug 10K Hard Drive', 'category': 'Computer Hard Drives', 'subcategory': 'SAS Hard Drives', 'brand': 'HP', 'sku': 'EG0146FARTR', 'type': 'Hard Disk Drive'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': \""['432806b21']  '432806-B21 HP 2GB PC2-5300 SDRAM Module' Price 432806-B21 'New 432806-B21 Module Wholesale' Description:Genuine HPE 2GB (1x2GB) Unbuffered PC2-5300666MHz ECC DIMM SDRAM Module Part Number(s) Option Part# 432806-B21 Spare Part# 433935-001'\"", 'subcategory': 'Server Memory', 'sku': '432806-B21', 'type': 'Memory'}""

","""{'title': 'Hewlett Packard Enterprise 2GB DDR2 667MHz Memory Module', 'category': 'Computer Hardware', 'subcategory': 'Memory Modules', 'brand': 'Hewlett Packard Enterprise', 'sku': '397411-B21', 'type': 'RAM'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': \""['632429003']  '632429-003 HP G8 G9 400-GB 6G 2.5 SAS SLC SSD' 'Null' 'Price 632429-003-10Pack' 'New 632429-003 SSD 10 Pack Wholesale' 'Description:10 x HP 400GB 6G SLC (Single Level Cell) Enterprise Performance (EP) 2.5-inch (SFF) Serial Attached SCSI (SAS) Solid State DriveIn HPE SC (Smart Carrier) G8/G9 Drive tray (as pictured)Genuine HPE serial number and firmwareGenuine HPE Certified Solid State DrivePart Number(s) Option Part# 653082-B21 Spare Part# 653962-001 Assembly Part# 632429-003 Assembly Part# 632520-006 Model# EO0400FBRWA'\"", 'sku': '632429-003', 'type': 'SSD'}""

","""{'title': 'HP 5-Pack 400GB 6G SLC Enterprise Performance 2.5-inch SAS SSD', 'category': 'Computer Hard Drives', 'subcategory': 'Solid State Drives (SSD)', 'brand': 'HP', 'sku': \""['632429-003', 'EO0400FBRWA']\"", 'type': 'Enterprise Performance SSD'}""

",1
"""{'brand': '\""HP Enterprise\""', 'title': \""['st3750330ns'] Seagate Barracuda ES.2 750GB SATA-II 32MB Cache - OEM (ST375\u2026)\"", 'subcategory': '7.2K SATA MSA2', 'sku': 'ST3750330NS-5Pack', 'type': 'Hard Drive'}""

","""{'title': 'ST31000524NS HP MSA2 1-TB 7.2K 3.5 SATA Hard Drive', 'category': 'Storage Devices', 'subcategory': 'Hard Drives', 'brand': 'HP', 'sku': 'ST31000524NS', 'type': 'SATA'}""

",0
"""{}""

","""{'title': 'HP 804587-B21', 'category': 'Computer Hardware', 'subcategory': 'Storage Devices', 'brand': 'HP', 'sku': '804587-B21', 'type': 'SSD (Solid State Drive)'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'dg0146famwl2pack\\', \\'dg0146famwl\\']  \""DG0146FAMWL HP 146-GB 6G 10K 2.5 DP SAS\"",\\n        \""Null\"",\\n        \""New DG0146FAMWL SAS 10 Pack Wholesale Price DG0146FAMWL-10Pack\""', 'subcategory': '10K SAS Hot-Plug Hard Drives', 'sku': 'DG0146FAMWL-2Pack, DG0146FAMWL', 'type': 'Hard Drive'}""

","""{'title': 'DG0146FAMWL 5-Pack of 146GB 2.5-inch Serial Attached SCSI (SAS) SFF 6G Dual Port Hot-Plug 10K Hard Drive', 'category': 'Computer Hardware', 'subcategory': 'Hard Drives', 'brand': 'Hewlett Packard (HPE)', 'sku': 'DG0146FAMWL-5Pack', 'type': 'SAS (Serial Attached SCSI)'}""

",1
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': \""['456896001']  '456896-001 HP 400-GB 10K 3.5 DP SAS'  'Null'  'New 456896-001 SAS 10 Pack Wholesale Price 456896-001-10Pack'\"", 'subcategory': '10K SAS Drives', 'sku': '456896-001', 'type': 'Hard Drive'}""

","""{'title': '146GB 2.5-inch SAS SFF 3G Dual Port Hot-Plug 10K Hard Drive', 'category': 'Storage', 'subcategory': 'SAS Drives', 'brand': 'HP', 'sku': '430165-003', 'type': 'SAS HDD'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'653124b212pack\\', \\'653124b21\\']  \""653124-B21 HP G8 G9 200-GB 3.5-inch (LFF) Pluggable Serial ATA (SATA) 3G SC MLC Enterprise Mainstream Solid State Drive (SSD)\""', 'subcategory': 'Enterprise SSD', 'sku': '653124-B21-2Pack', 'type': 'Enterprise SSD'}""

","""{'title': 'HP 2-Pack 400GB 6G SLC SSD (632429-003)', 'category': 'Computer Hard Drives', 'subcategory': 'Solid State Drives', 'brand': 'HP', 'sku': '632429-003', 'type': 'Enterprise Performance (EP)'}""

",0
"""{'category': 'Computers_and_Accessories', 'title': 'Corsair SP120 Fan Dual Pack - High Performance Edition', 'subcategory': 'Computer Fans', 'brand': 'Corsair', 'sku': '[CO-9050008-WW]', 'type': 'Computer Fan'}""

","""{'title': 'Corsair - Air Series SP120 High Performance Edition (2-Pack) 62.7 CFM 120mm Fans', 'category': 'Fans', 'subcategory': 'Computer Fans', 'brand': 'Corsair', 'sku': 'CO-9050008-WW', 'type': 'High Performance Edition'}""

",1
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'dg0146famwl\\']  \""DG0146FAMWL HP 146-GB 6G 10K 2.5 DP SAS\"",\\n\""Null\"",\\n\""New DG0146FAMWL SAS 10 Pack Wholesale Price DG0146FAMWL-10Pack\""', 'subcategory': '10K SAS Drives', 'sku': 'DG0146FAMWL', 'type': 'Hard Disk Drive'}""

","""{'title': 'HP 146-GB 6G 10K 2.5-inch SAS Hot-Plug Hard Drive', 'category': 'Computer Hard Drives', 'subcategory': 'SAS (Serial Attached SCSI) Drives', 'brand': 'HP', 'sku': 'DG0146FAMWL', 'type': 'SAS'}""

",1
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'500670b21\\', \\'500670b21\\']  \""500670-B21 HP 2GB (1x2GB) PC3-10600 UDIMM\"",', 'subcategory': 'Server Memory DIMMs', 'sku': '500670-B21', 'type': 'Memory'}""

","""{'title': 'HP 2GB (1x2GB) PC3-10600 UDIMM Memory Kit', 'category': 'Computer Hardware', 'subcategory': 'Memory', 'brand': 'HP', 'sku': '500670-B21', 'type': 'RAM'}""

",1
"""{'title': '1 Port PCI Express 10G SFP+ Network Adapter Card', 'subcategory': 'Network_Adapters', 'brand': 'Startech.com', 'sku': 'PEX10000SFP', 'type': 'Network_Card', 'category': 'Computers_and_Accessories'}""

","""{'title': 'StarTech.com PCI Express 10 Gigabit Ethernet Fiber Network Card', 'category': 'Network Cards', 'subcategory': '10 Gigabit Ethernet Fiber Network Cards', 'brand': 'StarTech.com', 'sku': 'PEX10000SFP', 'type': 'Network Adapter'}""

",1
"""{'brand': '\""Antec\""@en', 'title': 'Antec P380 Performance Series, Black/Titanium, Full Tower Computer Chassis', 'subcategory': 'Computer Cases', 'sku': 'LN61713-001', 'type': 'Computer Case', 'category': 'Computers_and_Accessories'}""

","""{'title': 'AMD Athlon X4 860K', 'category': 'Processors', 'subcategory': 'AMD Kaveri', 'brand': 'AMD', 'sku': 'AD860KXBJASBX', 'type': 'CPU'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'eh0146fawjb\\', \\'eh0146fawjb\\']  \""Null\"", \""EH0146FAWJB HP 146-GB 6G 15K 2.5 DP SAS\""', 'subcategory': '15K SAS Hot-Plug Hard Drives', 'sku': 'EH0146FAWJB', 'type': 'Hard Drive'}""

","""{'title': 'HP 146GB 2.5-inch SAS SFF 6G Dual Port Hot-Plug 15K Hard Drive', 'category': 'Hard Drives', 'subcategory': 'SAS (Serial Attached SCSI) Hard Drives', 'brand': 'HP', 'sku': 'EH0146FAWJB', 'type': '15K RPM Enterprise-class Hard Drive'}""

",1
"""{'category': 'Computers_and_Accessories', 'subcategory': 'Solid_state_drives', 'brand': 'Samsung', 'sku': 'MZ-750500BW', 'type': 'Solid_state_drive'}""

","""{'title': 'SAMSUNG 750 EVO 500GB Solid State Drive', 'category': 'Electronics', 'subcategory': 'Computer Components > Storage > Solid State Drives', 'brand': 'SAMSUNG', 'sku': 'MZ-750500BW', 'type': 'Solid State Drive (SSD)'}""

",1
"""{'brand': '\""HP Enterprise\""', 'title': \""['238921b21']  HP 72.8-GB 10K FC-AL\"", 'category': 'Computers_and_Accessories', 'subcategory': 'Storage', 'sku': '238921-B21', 'type': 'Hard Drive'}""

","""{'title': '10 x StorageWorks 72.8GB 10K Fibre Channel HotSwap Hard Drive', 'category': 'Storage Devices', 'subcategory': 'Hard Drives', 'brand': 'HP', 'sku': '238921-B21', 'type': 'FC-AL, 10K, HotSwap'}""

",1
"""{'brand': '\""Seagate\""', 'category': 'Computers_and_Accessories', 'title': '[\\'st3500630ns2pack\\', \\'st3500630ns\\']  \""Seagate Barracuda ES 500GB SATA-II 16MB Cache - OEM (ST3500630NS)\""@en', 'subcategory': 'Desktop Hard Drives', 'sku': 'ST3500630NS', 'type': 'Hard Disk Drive'}""

","""{'title': 'Seagate Barracuda ES.2 750GB SATA-II 32MB Cache - OEM', 'category': 'Hard Drives', 'subcategory': 'Internal Hard Drives', 'brand': 'Seagate', 'sku': 'ST3750330NS', 'type': 'Hard Disk Drive'}""

",0
"""{'brand': '\""EqualLogic\""', 'title': 'ST31000524NS EQL 1TB 7.2K 3.5 SATA Hot-Plug Hard Drive', 'subcategory': '7.2K SATA Hot-Plug Hard Drive', 'sku': 'ST31000524NS-5Pack', 'type': 'Hard Disk Drive'}""

","""{'title': 'ST31000640NS Seagate 1-TB 7.2K 3.5 SATA', 'category': 'Computer Hard Drives', 'subcategory': 'Internal Hard Drives', 'brand': 'Seagate', 'sku': 'ST31000640NS', 'type': 'Hard Drive'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': 'HP 3TB 3.5-inch (LFF) Serial ATA (SATA) 6G 7.2K Hot-Plug Midline (MDL) Hard Drive (as pictured)', 'subcategory': 'Hot-Plug Midline (MDL) Hard Drive', 'sku': '[628061s21sc]', 'type': 'Hard Drive'}""

","""{'title': '10 x HPE 3TB 3.5-inch (LFF) Serial ATA (SATA) 6G7.2K Hot-Plug Midline (MDL) Hard Drive', 'category': 'Computer Hard Drives', 'subcategory': '3.5 Inch Hard Drives', 'brand': 'HPE', 'sku': '628061-S21', 'type': 'Hard Drive'}""

",1
"""{'brand': '\""HP Enterprise\""', 'title': \""['293472b22'] HP MSL5026S2 1 Drive SDLT2 Rack-Mount Library\"", 'category': 'Computers_and_Accessories', 'subcategory': 'Super DLT Tape Drives', 'sku': '293472-B22', 'type': 'Tape Library'}""

","""{'title': 'HP MSL5026S2 1 Drive SDLT2 Rack-Mount Library', 'category': 'Storage Devices', 'subcategory': 'Tape Drives', 'brand': 'Hewlett-Packard', 'sku': '29347-B22', 'type': 'DLT'}""

",1
"""{'category': 'Networking', 'subcategory': 'Desktop_Switches', 'brand': 'TP-Link', 'title': 'TP-Link 5-Port Gigabit Ethernet Desktop Switch (TL-SG1005D)', 'type': 'Desktop_Switch'}""

","""{'title': 'TP-LINK TL-SG1024D 24-Port Gigabit Switch', 'category': 'Computer Hardware', 'subcategory': 'Network Switches', 'brand': 'TP-LINK', 'sku': 'TL-SG1024D', 'type': 'Unmanaged Desktop Switch'}""

",0
"""{'brand': '\""Tp-Link\""@tr', 'category': \""{'/subcategory': 'Network_Cards', '/title': 'Computers_and_Accessories'}\"", 'title': '[\\'tlwn881nd\\']  \""TPLINK TL-WN881ND 11n Wireless PCIe Network Card\""@en', 'subcategory': 'Network_Cards', 'sku': '[tlwn881nd]', 'type': 'Network_Card'}""

","""{'title': 'TP-Link TL-WN951N Wireless-N PCI Adapter', 'category': 'Computer Hardware', 'subcategory': 'Wireless Adapters', 'brand': 'TP-Link', 'sku': 'TL-WN951N', 'type': 'Wireless-N PCI Adapter'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'bd1465822c\\']  \""BD1465822C HP 146.8-GB 10K FC-AL\"",', 'subcategory': '10K FC-AL Hot-Swap Drives', 'sku': 'BD1465822C-10Pack', 'type': 'Storage Drive'}""

","""{'title': 'BD1465822C 146.8-GB 10K FC-AL HDD', 'category': 'Storage', 'subcategory': 'Hard Drives', 'brand': 'HP', 'sku': 'BD1465822C', 'type': '10K FC-AL HotSwap Hard Drive'}""

",1
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': 'HP Proliant BL20p G2 Server', 'subcategory': 'Blade Servers', 'sku': '300876-B21', 'type': 'Server'}""

","""{'title': 'BL20PG2 Xeon 2.8GHz 512 1P', 'category': 'Computer Components', 'subcategory': 'Processors', 'brand': 'Intel', 'sku': '300876-B21', 'type': 'Processor'}""

",1
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'589073b21\\', \\'589073b21\\']  \""589073-B21 HP Xeon X7560 2.26GHz BL680c G7 \"", \""Null\""', 'subcategory': 'Intel Xeon Processors', 'sku': '589073-B21', 'type': 'Processor'}""

","""{'title': 'HP Intel Xeon X7560 BL680c G7 (2.26GHz/8-core/24MB/130W)', 'category': 'Processors', 'subcategory': 'Intel Xeon Processors', 'brand': 'HP', 'sku': '589073-B21', 'type': 'Processor Kit'}""

",1
"""{'title': 'MEMORY, 2GB, DIMM, DDR2, 800MHZ', 'category': 'Computers_and_Accessories', 'subcategory': 'Memory_Modules', 'brand': 'TRANSCEND', 'sku': 'TS256MLQ64V8U', 'type': 'DIMM'}""

","""{'title': 'Transcend 2 GB DDR2 DIMM', 'category': 'Computer Hardware', 'subcategory': 'Memory (RAM)', 'brand': 'Transcend', 'sku': 'TS256MLQ64V8U', 'type': 'DDR2 DIMM'}""

",1
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': 'HP Enterprise DVD-ROM Internal Drive', 'subcategory': 'DVD-ROM Drives', 'sku': '[361040b21]', 'type': 'DVD-ROM'}""

","""{'title': 'Hewlett Packard Enterprise 50/100 AIT internal ALL tape drive', 'category': 'Tape Drives', 'subcategory': 'AIT (Advanced Intelligent Tape)', 'brand': 'Hewlett Packard Enterprise', 'sku': '157766-B21', 'type': 'Internal'}""

",0
"""{'brand': '\""Seagate\""', 'category': 'Computers_and_Accessories', 'title': '[\\'st3500630ns\\', \\'st3500630ns\\']  \""Seagate Barracuda ES 500GB SATA-II 16MB Cache - OEM (ST3500630NS)\""@en', 'subcategory': 'Desktop Hard Drives', 'sku': 'ST3500630NS', 'type': 'Hard Disk Drive'}""

","""{'title': 'Seagate Barracuda ES.2 750GB SATA-II 32MB Cache - OEM', 'category': 'Hard Drives', 'subcategory': 'Internal Hard Drives', 'brand': 'Seagate', 'sku': 'ST3750330NS', 'type': 'Hard Disk Drive'}""

",0
"""{'title': 'ASUS Xonar Essence STX II PCI Express Premium Sound Card 7.1 Channel', 'subcategory': 'Sound Cards', 'brand': 'ASUS', 'sku': '[90ya00nnm0ua00]', 'type': 'Sound Card', 'category': 'Computers_and_Accessories'}""

","""{'title': 'PCI-E DUAL-BAND 802.11AC BLUETOOTH', 'category': 'Computer Peripherals', 'subcategory': 'Network Adapters', 'brand': 'Tradineur.com', 'sku': '', 'type': 'Wi-Fi Adapter with Bluetooth'}""

",0
"""{'title': 'AMD A8-7670K Black Edition CPU with Fan and Heatsink', 'subcategory': 'Processors_AMD_A8_Series', 'brand': 'AMD', 'sku': 'AD767KXBJCBOX', 'type': 'Processor'}""

","""{'title': 'AMD FX-6300 Black Edition', 'category': 'Processors', 'subcategory': 'AMD FX Series', 'brand': 'AMD', 'sku': 'FX-6300', 'type': 'Processor'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': \""['653124b21']  '653124-B21 HP G8 G9 200-GB 3.5-inch (LFF) Pluggable Serial ATA (SATA) 3G SC MLC Enterprise Mainstream Solid State Drive (SSD)', 'Null' Price 653124-B21-10Pack 'New 653124-B21 SSD 10 Pack Wholesale' \"", 'sku': '653124-B21-5Pack', 'type': 'SSD', 'subcategory': 'Solid State Drives'}""

","""{'title': 'HPE G8 G9 200-GB 3G SATA MLC SSD (Pack of 10)', 'category': 'Computer Hard Drives', 'subcategory': 'Solid State Drives (SSD)', 'brand': 'HPE', 'sku': '653124-B21', 'type': 'Enterprise Mainstream'}""

",1
"""{'title': 'Gigabyte Kaby Lake i3 BRIX S Barebone Mini PC Kit with 2.5\"" SATA Bay', 'subcategory': 'Mini PCs', 'brand': 'Gigabyte', 'sku': 'GB-BKi3HA-7100', 'type': 'Barebone Mini PC'}""

","""{'title': 'GA-Z170-HD3P', 'category': 'Motherboards', 'subcategory': 'Intel Z170', 'brand': 'Gigabyte', 'sku': 'GA-Z170-HD3P', 'type': 'Motherboard'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'122633001\\']  \""122633-001 - FAN CHASSIS 120MM 130\"", \""Null\"" \""New 122633-001 130 Wholesale Price 122633-001\""', 'subcategory': 'Chassis Fans', 'sku': '122633-001', 'type': 'Chassis Fan'}""

","""{'title': '306645-003 HP 72.8-GB U320 SCSI 15K Hard Drive', 'category': 'Hard Drives', 'subcategory': '15K SCSI Hard Drives', 'brand': 'HP', 'sku': '306645-003', 'type': 'Hard Drive'}""

",0
"""{'category': 'Computers_and_Accessories', 'title': '16GB DDR4 RAM', 'subcategory': 'Memory_RAM', 'brand': 'Crucial', 'sku': 'BL2K8G2D16G4R2', 'type': 'RAM'}""

","""{'title': 'Crucial 4GB DDR3 SDRAM SODIMM', 'category': 'Memory', 'subcategory': 'RAM', 'brand': 'Crucial', 'sku': 'CT51264BF160B', 'type': 'SODIMM'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'65810200110pack\\', \\'658102001\\']  \""ST2000NM0011 HP G8 G9 2-TB 6G 7.2K 3.5 SATA SC\"",', 'subcategory': '7.2K SATA SC Hard Drives', 'sku': '658102001', 'type': 'Hard Drive'}""

","""{'title': 'HP 3TB 3.5-inch (LFF) Serial ATA (SATA) 6G7.2K Hot-Plug Midline (MDL) Hard Drive', 'category': 'Computer Hard Drives', 'subcategory': '3.5 Inch Hard Drives', 'brand': 'HP', 'sku': '628061-S21-SC', 'type': 'Hard Drive'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': \""['782995001'] HP 6-TB 6G 7.2K 3.5 SAS HDD\"", 'subcategory': 'SAS Drives', 'sku': '782995-001', 'type': 'Hard Drive'}""

","""{'title': '512743-001 HP 72GB 6G 15K 2.5 inch SAS HDD', 'category': 'Hard Drives', 'subcategory': 'SAS Drives', 'brand': 'HP', 'sku': '512743-001', 'type': 'Hard Disk Drive'}""

",0
"""{'category': 'Computers_and_Accessories', 'title': '[\\'wd2003fzex\\']  \""WD Black 2TB 7200rpm SATA 6Gb/s 64MB Cache HDD (WD2003FZEX)\""@en  \""WD (WD2003FZEX) | OcUK\""@en   \""2TB Capacity, 3.5 inch, SATA 6Gb/s, 7200RPM Spin Speed, 64MB Cache, 5 Year Warranty ** Backwards compatible with SATA-II **\""@en', 'subcategory': 'Hard_Drives', 'brand': 'WD', 'type': 'Hard_Disk_Drive'}""

","""{'title': 'B Grade WD Black 1TB SATA 6Gb/s HDD', 'category': 'Hard Drives', 'subcategory': 'Internal Hard Drives', 'brand': 'WD', 'sku': 'WD1003FZEX', 'type': 'Hard Disk Drive'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': \""['6581020015pack', '658102001']  'ST2000NM0011 HP G8 G9 2-TB 6G 7.2K 3.5 SATA SC' \"", 'subcategory': '7.2K SATA SC', 'sku': '658102001', 'type': 'Hard Drive'}""

","""{'title': 'HPE 2-Pack 3TB 3.5-inch (LFF) SATA 6G7.2K Hot-Plug Midline Hard Drive (628061-S21)', 'category': 'Computer Hard Drives', 'subcategory': 'Internal Hard Drives', 'brand': 'HPE', 'sku': '628061-S21', 'type': 'Hard Drive'}""

",0
"""{'brand': '\""Apple\""@en', 'category': 'Computers_and_Accessories', 'title': '[\\'md231lla\\'] Apple MacBook Air - 13.3\"" Core i5 OS X 10.8 Mountain Lion 4 GB RAM Apple MD231LL/A Notebook Computers CDW.com', 'subcategory': 'Ultrabooks', 'sku': '[md231lla]', 'type': 'Laptop'}""

","""{'title': 'Apple MacBook Air MJVM2LL/A 11.6-Inch laptop', 'category': 'Laptops', 'subcategory': '', 'brand': 'Apple', 'sku': 'MJVM2LL/A', 'type': 'Laptop'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'eg0146fartr\\']  \""EG0146FARTR HP 146-GB 6G 10K 2.5 DP SAS Hard Drive\"",\\n\""Null\"" Price EG0146FARTR-2Pack\"",\\n\""New EG0146FARTR SAS 2 Pack Wholesale \""', 'sku': 'EG0146FARTR', 'type': 'Hard Drive', 'subcategory': '10K SAS Drives'}""

","""{'title': 'DG0146FAMWL HP 146GB 2.5-inch SAS SFF 6G Dual Port Hot-Plug 10K Hard Drive', 'category': 'Hard Drives', 'subcategory': 'Hard Drives', 'brand': 'HP', 'sku': 'DG0146FAMWL', 'type': 'SAS HDD'}""

",0
"""{'category': 'Computers_and_Accessories', 'subcategory': 'Memory_Modules', 'title': 'Corsair Value Memory 4GB DDR3 1333 Mhz CAS 9 Dual Channel Desktop', 'brand': 'Corsair', 'sku': 'CMV4GX3M2A1333C9', 'type': 'Memory_Module'}""

","""{'title': 'Corsair CMV4GX3M2A1333C9', 'category': 'Memory', 'subcategory': 'RAM', 'brand': 'Corsair', 'sku': 'CMV4GX3M2A1333C9', 'type': 'DDR3'}""

",1
"""{'category': 'Computers_and_Accessories', 'subcategory': 'Processors', 'title': \""['ad870kxbjcsbx']  AMD Athlon X4 870K Black Edition 3.90Ghz (Socket FM2+) Kaveri Quad Core Processor (AD870KXBJCSBX)\"", 'brand': 'AMD', 'type': 'Processor', 'sku': '[ad870kxbjcsbx]'}""

","""{'title': 'FM2+ - Athlon X4 870K 4 core 4.1GHz 4MB cache Graph.Int:Non 95W (Avec Boosteur de ventilateur)', 'category': 'Processors', 'subcategory': 'AMD Processors', 'brand': 'Athlon', 'sku': 'X4 870K', 'type': 'Desktop Processor'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': 'Hewlett Packard Enterprise 2GB PC2-5300 DDR2-667 2GB DDR2 667MHz Memory Module', 'subcategory': 'Server Memory Upgrades', 'sku': '[408851b21]', 'type': 'Memory'}""

","""{'title': 'Hewlett Packard Enterprise 2GB DDR-333 DDR 333MHz ECC memory module', 'category': 'Computer Hardware', 'subcategory': 'Memory Modules', 'brand': 'Hewlett Packard Enterprise', 'sku': '358349-B21', 'type': 'ECC Memory'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\\'dg0146famwl2pack\\', \\'dg0146famwl\\']  \""DG0146FAMWL HP 146-GB 6G 10K 2.5 DP SAS\"",\\n           \""Null\"",\\n           \""New DG0146FAMWL SAS 10 Pack Wholesale Price DG0146FAMWL-10Pack\""', 'subcategory': '10K SAS Hot-Plug Dual Port Hard Drive', 'sku': 'DG0146FAMWL-2Pack, DG0146FAMWL', 'type': 'Hard Drive'}""

","""{'title': 'EG0146FARTR HP 146GB 2.5-inch SAS SFF 6G Dual Port Hot-Plug 10K Hard Drive', 'category': 'Computer Hard Drives', 'subcategory': 'SAS Hard Drives', 'brand': 'HP', 'sku': 'EG0146FARTR', 'type': 'Hard Disk Drive'}""

",0
"""{'brand': '\""HP Enterprise\""', 'category': 'Computers_and_Accessories', 'title': '[\""\\'dg0146famwl\\', \\'dg0146famwl\\'\""]', 'subcategory': '[\""\\'10K\\'\""]', 'sku': '[\""\\'DG0146FAMWL HP 146-GB 6G 10K 2.5 DP SAS\\'\"", \""\\'Null\\'\""]', 'type': '[\""\\'Description:10 x 146GB 2.5-inch Serial Attached SCSI (SAS)SFF 6G Dual Port Hot-Plug 10K Hard DriveIn HPE Hot-Plug Hard Drive tray (as pictured)For G1-G7 Proliant SAS ServersGenuine HPE serial number and firmwareGenuine HPE Certified Hard DrivePart Number(s) Option Part# 507125-B21 Spare Part# 507283-001 Assembly Part# 507119-001 Model# DG0146FAMWL\\'\""]'}""

","""{'title': 'DG0146FAMWL HP 146-GB 6G 10K 2.5 DP SAS HDD', 'category': 'Hard Drives', 'subcategory': 'SAS Drives', 'brand': 'HP', 'sku': 'DG0146FAMWL', 'type': 'Hard Disk Drive'}""

",1
