,output,predict
337,"{""Flavor"": ""Traditional Steel Cut""}","{""Flavor"": ""Traditional""}"
338,"{""Net content"": ""28 Ounce""}","{""Net content"": ""28 Ounce""}"
339,"{""Pack size"": ""Pack of 4""}","{""Pack size"": ""Pack of 4""}"
340,"{""Brand"": ""Quaker""}","{""Brand"": ""Quaker""}"
341,"{""Flavor"": ""Maple Brown Sugar""}","{""Flavor"": ""Maple Brown Sugar""}"
342,"{""Sub brand"": ""Oatmeal Hot Cereal Instant""}","{""Sub brand"": ""Hot Cereal""}"
343,"{""Net content"": ""30.3 Oz""}","{""Net content"": ""30.3 Oz""}"
344,"{""Brand"": ""Arrowhead Mills""}","{""Brand"": ""Arrowhead Mills""}"
345,"{""Sub brand"": ""Spelt Flakes""}","{""Sub brand"": ""Cereal""}"
346,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
347,"{""Cereal type"": ""Cereal""}","{""Cereal type"": ""Cereal""}"
348,"{""Net content"": ""12 Ounce""}","{""Net content"": ""12 Ounce Box""}"
349,"{""Container"": ""Box""}","{""Container"": ""Box""}"
350,"{""Brand"": ""PURELY ELIZABETH""}","{""Brand"": ""PURELY ELIZABETH""}"
351,"{""Flavor"": ""Blueberry Lemon""}","{""Flavor"": ""Blueberry Lemon""}"
352,"{""Sub brand"": ""Vibrant Oats""}","{""Sub brand"": ""Vibrant Oats""}"
353,"{""Net content"": ""2 OZ""}","{""Net content"": ""2 OZ""}"
354,"{""Brand"": ""Malt-O-Meal""}","{""Brand"": ""Malt-O-Meal""}"
355,"{""Flavor"": ""Original""}","{""Flavor"": ""Hot Wheat""}"
356,"{""Sub brand"": ""Hot Wheat Cereal""}","{""Sub brand"": ""Hot Wheat Cereal""}"
357,"{""Pack size"": ""3 Pack""}","{""Pack size"": ""3 Pack""}"
358,"{""Brand"": ""Bakery on Main""}","{""Brand"": ""Bakery on Main""}"
359,"{""Flavor"": ""Happy Oats""}","{""Flavor"": ""Happy Oats""}"
360,"{""Sub brand"": ""Rolled Oats""}","{""Sub brand"": ""Rolled Oats""}"
361,"{""Specialty"": ""Kosher""}","{""Specialty"": ""Gluten-Free""}"
362,"{""Net content"": ""7.5 Pound""}","{""Net content"": ""7.5 Pound""}"
363,"{""Container"": ""Resealable Bag""}","{""Container"": ""Resealable Bag""}"
364,"{""Brand"": ""Bob's Red Mill""}","{""Brand"": ""Bob's Red Mill""}"
365,"{""Container"": ""Resealable""}","{""Container"": ""Resealable""}"
366,"{""Flavor"": ""Oat Bran""}","{""Flavor"": ""Oat Bran""}"
367,"{""Sub brand"": ""Hot Cereal""}","{""Sub brand"": ""Oat Bran Hot Cereal""}"
368,"{""Net content"": ""18 Oz""}","{""Net content"": ""18 Oz""}"
369,"{""Brand"": ""Happy Belly""}","{""Brand"": ""Amazon Brand""}"
370,"{""Sub brand"": ""Steel Cut Oats""}","{""Sub brand"": ""Steel Cut Oats""}"
371,"{""Net content"": ""25 Ounce""}","{""Net content"": ""25 Ounce""}"
372,"{""Brand"": ""AiPeazy""}","{""Brand"": ""AiPeazy""}"
373,"{""Sub brand"": ""Waffle Mix""}","{""Sub brand"": ""Parent""}"
374,"{""Brand"": ""Post""}","{""Brand"": ""Post""}"
375,"{""Flavor"": ""Cocoa Pebbles""}","{""Flavor"": ""Cocoa Pebbles""}"
376,"{""Specialty"": ""Gluten Free""}","{""Specialty"": ""Gluten Free""}"
377,"{""Net content"": ""11 Ounce""}","{""Net content"": ""11 Ounce""}"
378,"{""Pack size"": ""Pack of 12""}","{""Pack size"": ""Pack of 12""}"
379,"{""Brand"": ""Powerful Overnight Oats""}","{""Brand"": ""Powerful Overnight Oats""}"
380,"{""Container"": ""Oatmeal Cup""}","{""Container"": ""Cup""}"
381,"{""Specialty"": ""20g Protein""}","{""Specialty"": ""High Protein""}"
382,"{""Flavor"": ""Blueberry and Vanilla""}","{""Flavor"": ""Blueberry and Vanilla""}"
383,"{""Pack size"": ""6 Pack""}","{""Pack size"": ""6 Pack""}"
384,"{""Brand"": ""Protidiet""}","{""Brand"": ""Protidiet""}"
385,"{""Sub brand"": ""Oatmeal""}","{""Sub brand"": ""Oatmeal""}"
386,"{""Flavor"": ""Apple Cinnamon""}","{""Flavor"": ""Apple Cinnamon""}"
387,"{""Pack size"": ""pouches per box""}","{""Pack size"": ""6.2 oz pouches per box""}"
388,"{""Net content"": ""6.2 oz""}","{""Net content"": ""6.2 oz""}"
389,"{""Brand"": ""Kashi""}","{""Brand"": ""Kashi""}"
390,"{""Sub brand"": ""Golean Original Cereal""}","{""Sub brand"": ""Golean""}"
391,"{""Pack size"": ""Pack of 3""}","{""Pack size"": ""Pack of 3""}"
392,"{""Brand"": ""Quaker""}","{""Brand"": ""Quaker""}"
393,"{""Sub brand"": ""Instant Oatmeal""}","{""Sub brand"": ""Oatmeal""}"
394,"{""Flavor"": ""Maple Brown Sugar""}","{""Flavor"": ""Maple Brown Sugar""}"
395,"{""Pack size"": ""10 Ct""}","{""Pack size"": ""10 Ct""}"
396,"{""Brand"": ""365 Everyday Value""}","{""Brand"": ""365 Everyday Value""}"
397,"{""Sub brand"": ""Rainbow Morning Oats""}","{""Sub brand"": ""Rainbow Morning Oats""}"
398,"{""Net content"": ""12.2 oz""}","{""Net content"": ""12.2 oz""}"
399,"{""Brand"": ""Food For Life""}","{""Brand"": ""Food For Life""}"
400,"{""Sub brand"": ""Sprouted Grain Cereal""}","{""Sub brand"": ""Sprouted Grain""}"
401,"{""Specialty"": ""Organic""}","{""Specialty"": ""Sprouted Grain""}"
402,"{""Flavor"": ""Golden Flax""}","{""Flavor"": ""Golden Flax""}"
403,"{""Net content"": ""16-Ounce""}","{""Net content"": ""16-Ounce Boxes""}"
404,"{""Container"": ""Boxes""}","{""Container"": ""Boxes""}"
405,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""Pack of 6""}"
406,"{""Brand"": ""365 by Whole Foods Market""}","{""Brand"": ""365 by Whole Foods Market""}"
407,"{""Specialty"": ""Organic""}","{""Specialty"": ""Old-Fashioned Rolled Oats""}"
408,"{""Cereal type"": ""Hot Cereal""}","{""Cereal type"": ""Hot Cereal""}"
409,"{""Flavor"": ""Old-Fashioned""}","{""Flavor"": ""Old-Fashioned Rolled Oats""}"
410,"{""Sub brand"": ""Rolled Oats""}","{""Sub brand"": ""Hot Cereal""}"
411,"{""Net content"": ""42 Ounce""}","{""Net content"": ""42 Ounce""}"
412,"{""Brand"": ""Quaker""}","{""Brand"": ""Quaker""}"
413,"{""Sub brand"": ""Instant Oatmeal""}","{""Sub brand"": ""Oatmeal Express Cups""}"
414,"{""Container"": ""Express Cups""}","{""Container"": ""Cups""}"
415,"{""Flavor"": ""Maple & Brown Sugar""}","{""Flavor"": ""Maple & Brown Sugar""}"
416,"{""Pack size"": ""12 Count""}","{""Pack size"": ""12 Count""}"
417,"{""Brand"": ""Quaker""}","{""Brand"": ""Quaker""}"
418,"{""Flavor"": ""Cinnamon""}","{""Flavor"": ""Cinnamon Life""}"
419,"{""Sub brand"": ""Life Cereal""}","{""Sub brand"": ""Cereal""}"
420,"{""Net content"": ""13 Oz""}","{""Net content"": ""13 Oz""}"
421,"{""Brand"": ""Gerber""}","{""Brand"": ""Gerber Baby""}"
422,"{""Sub brand"": ""1st Foods""}","{""Sub brand"": ""Baby""}"
423,"{""Net content"": ""8 Ounce""}","{""Net content"": ""8 Ounce""}"
424,"{""Specialty"": ""Organic""}","{""Specialty"": ""1st Foods""}"
425,"{""Flavor"": ""Rice""}","{""Flavor"": ""Organic Rice""}"
426,"{""Brand"": ""Nature's Path""}","{""Brand"": ""Nature's Path""}"
427,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
428,"{""Sub brand"": ""Rice Puffs Cereal""}","{""Sub brand"": ""Rice Puffs""}"
429,"{""Net content"": ""6 oz""}","{""Net content"": ""6 oz""}"
430,"{""Brand"": ""Quaker""}","{""Brand"": ""Quaker""}"
431,"{""Flavor"": ""Quick 5 Minute""}","{""Flavor"": ""5 Minute""}"
432,"{""Sub brand"": ""Grits""}","{""Sub brand"": ""Grits""}"
433,"{""Net content"": ""24oz""}","{""Net content"": ""24oz""}"
434,"{""Container"": ""Box""}","{""Container"": ""24oz Box""}"
435,"{""Brand"": ""McCann's""}","{""Brand"": ""McCann's""}"
436,"{""Flavor"": ""Regular""}","{""Flavor"": ""Regular""}"
437,"{""Sub brand"": ""Instant Oatmeal""}","{""Sub brand"": ""Oatmeal""}"
438,"{""Net content"": ""12 Packets, 28 g Each""}","{""Net content"": ""28 g Each""}"
439,"{""Pack size"": ""Pack of 3""}","{""Pack size"": ""Pack of 3""}"
440,"{""Brand"": ""Nature's Path""}","{""Brand"": ""Nature's Path""}"
441,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
442,"{""Sub brand"": ""Instant Oatmeal""}","{""Sub brand"": ""Instant Oatmeal""}"
443,"{""Flavor"": ""Variety Pack""}","{""Flavor"": ""Variety Pack""}"
444,"{""Pack size"": ""8 Ct""}","{""Pack size"": ""8 Ct""}"
445,"{""Net content"": ""14 Ounces""}","{""Net content"": ""14 Ounces""}"
446,"{""Brand"": ""Reese's""}","{""Brand"": ""Reese's""}"
447,"{""Sub brand"": ""Breakfast Cereal""}","{""Sub brand"": ""Peanut Butter Puffs""}"
448,"{""Flavor"": ""Peanut Butter Puffs,""}","{""Flavor"": ""Peanut Butter Puffs""}"
449,"{""Net content"": ""16.7 Oz""}","{""Net content"": ""16.7 Oz""}"
450,"{""Brand"": ""365 by Whole Foods Market""}","{""Brand"": ""365 by Whole Foods Market""}"
451,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
452,"{""Sub brand"": ""Cereal""}","{""Sub brand"": ""Granola""}"
453,"{""Flavor"": ""French Vanilla Granola""}","{""Flavor"": ""French Vanilla""}"
454,"{""Net content"": ""17 Ounce""}","{""Net content"": ""17 Ounce""}"
455,"{""Brand"": ""Sakara""}","{""Brand"": ""Sakara""}"
456,"{""Sub brand"": ""Plant Protein""}","{""Sub brand"": ""Granola""}"
457,"{""Specialty"": ""Grain-Free""}","{""Specialty"": ""Grain-Free""}"
458,"{""Flavor"": ""Granola with Matcha and Mulberries""}","{""Flavor"": ""Matcha and Mulberries""}"
459,"{""Net content"": ""11.5oz""}","{""Net content"": ""11.5oz bag""}"
460,"{""Container"": ""bag""}","{""Container"": ""11.5oz bag""}"
461,"{""Brand"": ""General Mills Cereals""}","{""Brand"": ""General Mills""}"
462,"{""Container"": ""Cup""}","{""Container"": ""Pack of 60""}"
463,"{""Flavor"": ""Assorted Family Variety Pack""}","{""Flavor"": ""Assorted Family Variety Pack""}"
464,"{""Pack size"": ""Pack of 60""}","{""Pack size"": ""Pack of 60""}"
465,"{""Brand"": ""Cap'N Crunch""}","{""Brand"": ""Cap'N Crunch""}"
466,"{""Sub brand"": ""Cereal""}","{""Sub brand"": ""Cereal""}"
467,"{""Flavor"": ""Crunchberries""}","{""Flavor"": ""Crunchberries""}"
468,"{""Net content"": ""18.7oz""}","{""Net content"": ""18.7oz""}"
469,"{""Brand"": ""Nature's Path""}","{""Brand"": ""Nature's Path""}"
470,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
471,"{""Sub brand"": ""Cereal""}","{""Sub brand"": ""Cereal""}"
472,"{""Flavor"": ""Honey'd Corn Flakes""}","{""Flavor"": ""Honey'd Corn Flakes""}"
473,"{""Net content"": ""10.6 Oz""}","{""Net content"": ""10.6 Oz Box""}"
474,"{""Container"": ""Box""}","{""Container"": ""10.6 Oz Box""}"
475,"{""Brand"": ""Nature's Path""}","{""Brand"": ""Nature's Path""}"
476,"{""Sub brand"": ""Multigrain Oat Bran Flakes""}","{""Sub brand"": ""Oat Bran Flakes""}"
477,"{""Cereal type"": ""Cereal""}","{""Cereal type"": ""Oat Bran Flakes""}"
478,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
479,"{""Net content"": ""32 Ounce""}","{""Net content"": ""32 Ounce""}"
480,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""Pack of 6""}"
481,"{""Brand"": ""Great River Organic Milling""}","{""Brand"": ""Great River Organic Milling""}"
482,"{""Sub brand"": ""Oatmeal""}","{""Sub brand"": ""Rolled Oats""}"
483,"{""Flavor"": ""Regular Rolled Oats""}","{""Flavor"": ""Regular""}"
484,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
485,"{""Net content"": ""25-Pounds""}","{""Net content"": ""25-Pounds""}"
486,"{""Pack size"": ""Pack of 1""}","{""Pack size"": ""Pack of 1""}"
487,"{""Brand"": ""Lipton""}","{""Brand"": ""Lipton""}"
488,"{""Flavor"": ""Southern Sweet Iced Tea""}","{""Flavor"": ""Southern Sweet""}"
489,"{""Item form"": ""Bags""}","{""Item form"": ""Bags""}"
490,"{""Net content"": ""22 Count Family Size""}","{""Net content"": ""22 Count""}"
491,"{""Pack size"": ""Pack of 2""}","{""Pack size"": ""22 Count""}"
492,"{""Brand"": ""Global Moringa""}","{""Brand"": ""Global Moringa Tea""}"
493,"{""Flavor"": ""Original""}","{""Flavor"": ""Original""}"
494,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
495,"{""Tea variety"": ""Moringa Tea""}","{""Tea variety"": ""Moringa Tea""}"
496,"{""Net content"": ""30""}","{""Net content"": ""30 Tea Bags""}"
497,"{""Item form"": ""Tea Bags""}","{""Item form"": ""Tea Bags""}"
498,"{""Country"": ""American Seller""}","{""Country"": ""Ghana""}"
499,"{""Brand"": ""Traditional Medicinals""}","{""Brand"": ""Traditional Medicinals""}"
500,"{""Specialty"": ""Organic EveryDay Detox Tea""}","{""Specialty"": ""Organic""}"
501,"{""Net content"": ""16""}","{""Net content"": ""16""}"
502,"{""Item form"": ""Tea Bags""}","{""Item form"": ""Tea Bags""}"
503,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""Pack of 6""}"
504,"{""Brand"": ""Celestial Seasonings""}","{""Brand"": ""Celestial Seasonings""}"
505,"{""Tea variety"": ""Herbal Tea""}","{""Tea variety"": ""Herbal Tea""}"
506,"{""Flavor"": ""Vermont Maple Ginger""}","{""Flavor"": ""Vermont Maple Ginger""}"
507,"{""Net content"": ""20 Count""}","{""Net content"": ""20 Count""}"
508,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""Pack of 6""}"
509,"{""Brand"": ""Super Foods""}","{""Brand"": ""Super Foods""}"
510,"{""Flavor"": ""Raw Matcha""}","{""Flavor"": ""Matcha Green Tea Powder""}"
511,"{""Tea variety"": ""Green Tea""}","{""Tea variety"": ""Matcha Green Tea Powder""}"
512,"{""Item form"": ""Powder""}","{""Item form"": ""Powder""}"
513,"{""Brand"": ""The Republic Of Tea""}","{""Brand"": ""The Republic Of Tea""}"
514,"{""Flavor"": ""Honey Mango""}","{""Flavor"": ""Honey Mango""}"
515,"{""Tea variety"": ""100% White Tea""}","{""Tea variety"": ""White Tea""}"
516,"{""Net content"": ""50""}","{""Net content"": ""50""}"
517,"{""Item form"": ""Tin""}","{""Item form"": ""Tea Bag Tin""}"
518,"{""Brand"": ""Big Train""}","{""Brand"": ""Big Train""}"
519,"{""Tea variety"": ""Chai Tea Latte""}","{""Tea variety"": ""Chai Tea Latte""}"
520,"{""Flavor"": ""Raspberry""}","{""Flavor"": ""Raspberry""}"
521,"{""Net content"": ""56 Ounce""}","{""Net content"": ""56 Ounce""}"
522,"{""Item form"": ""Powdered Instant Chai Tea Latte Mix""}","{""Item form"": ""Powdered Instant Chai Tea Latte Mix""}"
523,"{""Brand"": ""Teavana""}","{""Brand"": ""Starbucks Teavana""}"
524,"{""Item form"": ""Sachets""}","{""Item form"": ""Sachets""}"
525,"{""Flavor"": ""The Chai""}","{""Flavor"": ""The Chai""}"
526,"{""Pack size"": ""Pack of 24""}","{""Pack size"": ""Pack of 24 Sachets""}"
527,"{""Flavor"": ""Lapsang Souchong""}","{""Flavor"": ""Lapsang Souchong""}"
528,"{""Item form"": ""Leaves""}","{""Item form"": ""Loose Leaf Tea""}"
529,"{""Net content"": ""Makes 130+ Cups of Tea""}","{""Net content"": ""12 ounces""}"
530,"{""Specialty"": ""Traditional""}","{""Specialty"": ""Pine-Smoked Black Tea Leaves""}"
531,"{""Country"": ""Chinese""}","{""Country"": ""China""}"
532,"{""Tea variety"": ""Pine-Smoked Black Tea""}","{""Tea variety"": ""Lapsang Souchong""}"
533,"{""Brand"": ""Rosamonte""}","{""Brand"": ""Rosamonte""}"
534,"{""Flavor"": ""Special Selection""}","{""Flavor"": ""Special Selection""}"
535,"{""Tea variety"": ""Yerba Mate Tea""}","{""Tea variety"": ""Yerba Mate Tea""}"
536,"{""Net content"": ""2.2 lbs/1 kilo""}","{""Net content"": ""2.2 lbs/1 kilo""}"
537,"{""Brand"": ""Tazo""}","{""Brand"": ""Tazo""}"
538,"{""Flavor"": ""Earl Grey""}","{""Flavor"": ""Earl Grey""}"
539,"{""Tea variety"": ""Black Tea""}","{""Tea variety"": ""Black Tea""}"
540,"{""Net content"": ""20""}","{""Net content"": ""2 pc""}"
541,"{""Item form"": ""Tea Bags""}","{""Item form"": ""Tea Bags""}"
542,"{""Pack size"": ""2 pc""}","{""Pack size"": ""2 pc""}"
543,"{""Brand"": ""Jade Leaf""}","{""Brand"": ""Jade Leaf""}"
544,"{""Specialty"": ""Teahouse Edition Premium First Harvest""}","{""Specialty"": ""First Harvest""}"
545,"{""Tea variety"": ""Matcha Green Tea""}","{""Tea variety"": ""Matcha Green Tea Powder""}"
546,"{""Item form"": ""Powder""}","{""Item form"": ""Powder""}"
547,"{""Country"": ""Authentic Japanese Origin""}","{""Country"": ""Japanese Origin""}"
548,"{""Net content"": ""1.06 Ounce""}","{""Net content"": ""1.06 Ounce""}"
549,"{""Brand"": ""Stash""}","{""Brand"": ""Stash Tea""}"
550,"{""Flavor"": ""Spicy Licorice Tea""}","{""Flavor"": ""Spicy Licorice""}"
551,"{""Net content"": ""20 ct""}","{""Net content"": ""20 ct""}"
552,"{""Brand"": ""Celestial Seasonings""}","{""Brand"": ""Celestial Seasonings""}"
553,"{""Flavor"": ""Spiced Espresso Chai Tea""}","{""Flavor"": ""Spiced Espresso Chai Tea""}"
554,"{""Pack size"": ""2 Pack""}","{""Pack size"": ""2 Pack""}"
555,"{""Brand"": ""Health King""}","{""Brand"": ""Health King""}"
556,"{""Specialty"": ""Cholesterol Guard""}","{""Specialty"": ""Herb Tea""}"
557,"{""Tea variety"": ""Herb Tea""}","{""Tea variety"": ""Herb Tea""}"
558,"{""Item form"": ""Teabags""}","{""Item form"": ""Teabags""}"
559,"{""Net content"": ""20 Count Box""}","{""Net content"": ""20 Count Box""}"
560,"{""Brand"": ""PG Tips""}","{""Brand"": ""PG Tips""}"
561,"{""Tea variety"": ""Premium Black Tea""}","{""Tea variety"": ""Black Tea""}"
562,"{""Caffeine content"": ""Classic Caffeinated Beverage""}","{""Caffeine content"": ""Black Tea""}"
563,"{""Item form"": ""Pyramid Black Tea Bags""}","{""Item form"": ""Pyramid Black Tea Bags""}"
564,"{""Net content"": ""40 Count""}","{""Net content"": ""40 Count""}"
565,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""40 Count (Pack of 6)""}"
566,"{""Brand"": ""Gts""}","{""Brand"": ""Kombucha Synergy""}"
567,"{""Tea variety"": ""Kombucha""}","{""Tea variety"": ""Kombucha""}"
568,"{""Flavor"": ""Watermelon Wonder""}","{""Flavor"": ""Watermelon Wonder""}"
569,"{""Net content"": ""16 Fl Oz""}","{""Net content"": ""16 Fl Oz""}"
570,"{""Pack size"": ""12 Pack""}","{""Pack size"": ""12 Pack""}"
571,"{""Brand"": ""Twinings of London""}","{""Brand"": ""Twinings of London""}"
572,"{""Flavor"": ""Irish Breakfast""}","{""Flavor"": ""Irish Breakfast""}"
573,"{""Item form"": ""Loose Tea Tin""}","{""Item form"": ""Loose Tea Tin""}"
574,"{""Net content"": ""3.53 Ounces""}","{""Net content"": ""3.53 Ounces""}"
575,"{""Brand"": ""The Republic of Tea""}","{""Brand"": ""The Republic of Tea""}"
576,"{""Flavor"": ""Kiwi Pear Tea""}","{""Flavor"": ""Kiwi Pear Tea""}"
577,"{""Net content"": ""50-Count""}","{""Net content"": ""50-Count""}"
578,"{""Flavor"": ""Oi Ocha""}","{""Flavor"": ""Bold""}"
579,"{""Specialty"": ""Unsweetened Zero Calories""}","{""Specialty"": ""Unsweetened""}"
580,"{""Tea variety"": ""Bold Green Tea""}","{""Tea variety"": ""Green Tea""}"
581,"{""Net content"": ""2 Liter""}","{""Net content"": ""2 Liter""}"
582,"{""Item form"": ""Bottle""}","{""Item form"": ""Bottle""}"
583,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""Pack of 6""}"
584,"{""Brand"": ""Twinings of London""}","{""Brand"": ""Twinings of London""}"
585,"{""Tea variety"": ""Premium Black Tea""}","{""Tea variety"": ""Black Tea""}"
586,"{""Flavor"": ""Mixed Berry""}","{""Flavor"": ""Mixed Berry""}"
587,"{""Net content"": ""20 Count""}","{""Net content"": ""20 Count""}"
588,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""20 Count (Pack of 6)""}"
589,"{""Brand"": ""Newman's Own""}","{""Brand"": ""Newman's Own Organics""}"
590,"{""Specialty"": ""Organics""}","{""Specialty"": ""Organics""}"
591,"{""Net content"": ""100""}","{""Net content"": ""100""}"
592,"{""Item form"": ""Teabags""}","{""Item form"": ""Teabags""}"
593,"{""Tea variety"": ""Black Tea""}","{""Tea variety"": ""Black Tea""}"
594,"{""Pack size"": ""Pack of 5""}","{""Pack size"": ""Pack of 5""}"
595,"{""Brand"": ""Jinglong Tea Factory""}","{""Brand"": ""Jinglong Tea Factory""}"
596,"{""Tea variety"": ""Puerh Tea""}","{""Tea variety"": ""Puerh Tea""}"
597,"{""Flavor"": ""Original""}","{""Flavor"": ""Original""}"
598,"{""Net content"": ""12.6 Ounce""}","{""Net content"": ""12.6 Ounce""}"
599,"{""Item form"": ""Ripe Pu-erh Tea Cake""}","{""Item form"": ""Tea Cake""}"
600,"{""Brand"": ""NalLife""}","{""Brand"": ""NalLife""}"
601,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
602,"{""Tea variety"": ""Soursop Graviola""}","{""Tea variety"": ""Soursop Graviola Leaves""}"
603,"{""Item form"": ""Leaves for Tea""}","{""Item form"": ""Leaves""}"
604,"{""Net content"": ""200 Leaves""}","{""Net content"": ""200""}"
605,"{""Brand"": ""Celestial Seasonings""}","{""Brand"": ""Celestial Seasonings""}"
606,"{""Tea variety"": ""Chamomile""}","{""Tea variety"": ""Herbal Tea""}"
607,"{""Specialty"": ""Organic""}","{""Specialty"": ""Organic""}"
608,"{""Flavor"": ""Lavender""}","{""Flavor"": ""Chamomile Lavender""}"
609,"{""Item form"": ""Bag""}","{""Item form"": ""Bag""}"
610,"{""Net content"": ""20 ct""}","{""Net content"": ""20 ct""}"
611,"{""Country"": ""Greek""}","{""Country"": ""Greek""}"
612,"{""Flavor"": ""Traditional Cretan""}","{""Flavor"": ""Mountain tea""}"
613,"{""Tea variety"": ""Mountain tea""}","{""Tea variety"": ""Mountain tea""}"
614,"{""Specialty"": ""100% Natural Product""}","{""Specialty"": ""Mountain tea""}"
615,"{""Brand"": ""Celestial Seasonings""}","{""Brand"": ""Celestial Seasonings""}"
616,"{""Flavor"": ""Sleepytime""}","{""Flavor"": ""Sleepytime Herbal Tea""}"
617,"{""Tea variety"": ""Herbal Tea""}","{""Tea variety"": ""Herbal Tea""}"
618,"{""Item form"": ""Single-Serve Keurig K-Cup Pods""}","{""Item form"": ""K-Cup Pods""}"
619,"{""Net content"": ""72 Count""}","{""Net content"": ""72 Count""}"
620,"{""Brand"": ""Twinings of London""}","{""Brand"": ""Twinings of London""}"
621,"{""Caffeine content"": ""Decaffeinated""}","{""Caffeine content"": ""Decaffeinated""}"
622,"{""Flavor"": ""Chai""}","{""Flavor"": ""Chai Tea""}"
623,"{""Item form"": ""Tea Bags""}","{""Item form"": ""Tea Bags""}"
624,"{""Net content"": ""20 Count""}","{""Net content"": ""20 Count""}"
625,"{""Pack size"": ""Pack of 6""}","{""Pack size"": ""Pack of 6""}"
626,"{""Flavor"": ""Rose Chamomile Lavender""}","{""Flavor"": ""Rose Chamomile Lavender""}"
627,"{""Tea variety"": ""Herbal Tea""}","{""Tea variety"": ""Herbal Tea""}"
628,"{""Net content"": ""4oz""}","{""Net content"": ""60 Cups""}"
629,"{""Specialty"": ""Organic Tea""}","{""Specialty"": ""Caffeine Free""}"
630,"{""Caffeine content"": ""Caffeine Free""}","{""Caffeine content"": ""Caffeine Free""}"
631,"{""Item form"": ""Loose Leaf""}","{""Item form"": ""Loose Leaf""}"
632,"{""Brand"": ""The Tea Company""}","{""Brand"": ""The Tea Company""}"
633,"{""Brand"": ""Twinings of London""}","{""Brand"": ""Twinings of London""}"
634,"{""Flavor"": ""Pure Peppermint""}","{""Flavor"": ""Pure Peppermint""}"
635,"{""Tea variety"": ""Herbal Tea""}","{""Tea variety"": ""Herbal Tea""}"
636,"{""Item form"": ""Bags""}","{""Item form"": ""Tea Bags""}"
637,"{""Net content"": ""20 Count""}","{""Net content"": ""20 Count""}"
638,"{""Pack size"": ""Pack of 1""}","{""Pack size"": ""Pack of 1""}"
639,"{""Brand"": ""Crystal Light""}","{""Brand"": ""Crystal Light""}"
640,"{""Flavor"": ""Peach Mango""}","{""Flavor"": ""Peach Mango""}"
641,"{""Tea variety"": ""Green Tea""}","{""Tea variety"": ""Green Tea Drink Mix""}"
642,"{""Item form"": ""Drink Mix""}","{""Item form"": ""Pitcher Packets""}"
643,"{""Pack size"": ""5 Pitcher Packets""}","{""Pack size"": ""5 Pitcher Packets""}"
644,"{""Tea variety"": ""Sakura Green Tea""}","{""Tea variety"": ""Green Tea""}"
645,"{""Country"": ""Japan ""}","{""Country"": ""Japan""}"
646,"{""Brand"": ""Japanese Tea KIMIKURA""}","{""Brand"": ""KIMIKURA""}"
647,"{""Net content"": ""50g/1.7oz""}","{""Net content"": ""50g/1.7oz""}"
648,"{""Brand"": ""Dong Suh""}","{""Brand"": ""Dong Suh""}"
649,"{""Country"": ""Korean""}","{""Country"": ""Korean""}"
650,"{""Net content"": ""50""}","{""Net content"": ""50 Bags""}"
651,"{""Item form"": ""Bags""}","{""Item form"": ""Bags""}"
652,"{""Flavor"": ""Solomon's Seal Tea""}","{""Flavor"": ""Solomon's Seal Tea""}"
653,"{""Brand"": ""SoMo Tea""}","{""Brand"": ""SoMo Tea""}"
654,"{""Item form"": ""Variety Pack, Gift Box Set\u2026""}","{""Item form"": ""Loose Leaf Tea""}"
655,"{""Flavor"": ""6 Flavor""}","{""Flavor"": ""Sweet Dreams""}"
656,"{""Tea variety"": ""Hot or Iced Herbal and Fruit Tea""}","{""Tea variety"": ""Herbal and Fruit Tea""}"
657,"{""Caffeine content"": ""Low and No Caffeine""}","{""Caffeine content"": ""Low and No Caffeine""}"
658,"{""Brand"": ""Lipton""}","{""Brand"": ""Lipton""}"
659,"{""Flavor"": ""Unsweetened""}","{""Flavor"": ""Black""}"
660,"{""Tea variety"": ""Black Iced Tea""}","{""Tea variety"": ""Black Iced Tea""}"
661,"{""Caffeine content"": ""Decaffeinated""}","{""Caffeine content"": ""Decaffeinated""}"
662,"{""Item form"": ""Tea Bags""}","{""Item form"": ""Tea Bags""}"
663,"{""Net content"": ""22 Ct""}","{""Net content"": ""22 Ct""}"
664,"{""Pack size"": ""Pack of 3""}","{""Pack size"": ""22 Ct""}"
665,"{""Brand"": ""Two Leaves and a Bud""}","{""Brand"": ""Two Leaves and a Bud""}"
